fold,epoch,lr,train_loss,train_bce,train_huber,train_grad_norm,train_acc_h1,train_acc_h5,train_acc_h20,train_mean_acc,val_loss,val_bce,val_huber,val_grad_norm,val_acc_h1,val_acc_h5,val_acc_h20,val_mean_acc,gap
2,1,2.9999999999999997e-05,0.34962894924079313,0.6920754814449744,0.007182413919628421,0.03663449354375465,0.5204674577411217,0.5387156673624546,0.5191844173624546,0.5261225141553436,0.3487408263761489,0.6904377360812953,0.007043911021996717,0.0,0.5409583801128826,0.5375644251948497,0.5114063278573459,0.5299763777216927,0.0008881228646442363
2,2,5.9999999999999995e-05,0.3463986312286763,0.6857008694093438,0.0070963895419919034,0.03751969356797164,0.5488489869274671,0.5650687204131597,0.5475271777261661,0.553814961688931,0.34858057293735567,0.6901792424624084,0.006981906694833373,0.0,0.5430715973259973,0.5411175020405503,0.5185299461982289,0.5342396818549255,-0.002181941708679358
2,3,8.999999999999999e-05,0.34536447517479524,0.6837116383299043,0.00701730938722627,0.045451724571706376,0.5534178160413911,0.5679868343510205,0.5449447068987013,0.5554497857637043,0.34868903287121505,0.6904176239107476,0.0069604345108764095,0.0,0.5395670327983919,0.5370831782700586,0.5217007418147853,0.5327836509610786,-0.0033245576964198165
2,4,0.00011999999999999999,0.34479813432391687,0.6826096812381021,0.006986587913117454,0.056740466566591326,0.5546836388262012,0.5710954047456572,0.546662873859647,0.5574806391438352,0.3490360149594604,0.6911035678425773,0.00696846526726836,0.0,0.5377759405824004,0.5404965379199044,0.5190752295197033,0.5324492360073361,-0.004237880635543534
2,5,0.00015,0.34314904235586335,0.6793422350400611,0.006955845227252833,0.07021813536935215,0.5656213358987736,0.5748305827756471,0.5510491262508344,0.5638336816417516,0.3500888259684453,0.6932050067870343,0.0069726376611067625,0.0,0.5319796321821995,0.5296743043133469,0.5201483329788583,0.5272674231581349,-0.006939783612581962
2,6,0.00017999999999999998,0.3417789570138424,0.6766403747510307,0.006917541373898334,0.08449395655453959,0.5701630581783343,0.5789856397652928,0.5554371910759165,0.5681952963398479,0.3509579686844935,0.6949268579483032,0.006989078863417027,0.0,0.5299634405824004,0.5283469948612276,0.5168979754213427,0.5250694702883235,-0.009179011670651105
2,7,0.00020999999999999998,0.33991185977489136,0.6729064340832868,0.006917284958394645,0.09747006809221039,0.5760463682911064,0.5836229055742674,0.5624870375741886,0.5740521038131875,0.3522145953334746,0.6974373068965849,0.006991891007198662,0.0,0.5223411106672443,0.5337396762410148,0.5100945419952517,0.522058442967837,-0.012302735558583244
2,8,0.00023999999999999998,0.3371177115017855,0.6673722095127347,0.0068632161822405795,0.12137765846674956,0.583820690384394,0.5847510669804826,0.5752004246168498,0.5812573939939089,0.35342851916297535,0.6998525633186591,0.00700447132017036,0.0,0.5294356219104079,0.5315488391235227,0.519700074782137,0.5268948452720225,-0.016310807661189863
2,9,0.00027,0.33330039638507214,0.6597630233704289,0.00683776474663917,0.15246075114494637,0.592392691932147,0.5960449736329574,0.5863727053509483,0.5916034569720175,0.35662839402917956,0.7062320308607133,0.007024762762679917,0.0,0.5115518657887568,0.5212544241889578,0.5180525799266628,0.5169529566347925,-0.023327997644107423
2,10,0.0003,0.3264033859289145,0.6460499775560596,0.0067567910008792635,0.20681709881070293,0.609681645224366,0.6115932236743878,0.6040546673762648,0.6084431787583395,0.3570327245798267,0.7070325515309318,0.007032894017938219,0.0,0.5045233329788583,0.5078357863621633,0.5134264005989325,0.508595173313318,-0.03062933865091222
2,11,0.000299980179223908,0.31904072535188893,0.6313805791396129,0.006700872448331947,0.24586329248887073,0.6214294720299637,0.6230908644350269,0.6186029221438154,0.6210410862029353,0.3594809829211626,0.7119348459556455,0.007027126650219081,0.0,0.5128151393327557,0.5212835322638028,0.5181651301071292,0.5174212672345626,-0.04044025756927366
2,12,0.00029992072231443425,0.31204240367382385,0.6174334888216816,0.0066513166208810445,0.2911007430357269,0.6324015646041194,0.6383916863912269,0.6304027560391003,0.6337320023448155,0.36027600872712057,0.7135215851127125,0.007030432654514176,0.0,0.5107174461982289,0.5101896270376737,0.519205243861089,0.5133707723656639,-0.04823360505329671
2,13,0.00029982164552650413,0.30345293766335596,0.600321087505244,0.006584785800851599,0.3148742446416541,0.6440586151956003,0.6517144633244865,0.6450481303130524,0.6469404029443797,0.3566684239223355,0.7063318881832186,0.007004949790959964,0.0,0.5212680081852147,0.5165292786770179,0.5124949549065262,0.5167640805895862,-0.05321548625897954
2,14,0.0002996829759467223,0.2982836874225472,0.5900129268441019,0.006554450700648978,0.3463298950014235,0.6555324981484232,0.6574005796939512,0.6519207584707043,0.6549512787710262,0.3587623746668706,0.7105201121236457,0.007004641866708388,0.0,0.5218598642310158,0.5141909620800956,0.5166592930184036,0.517570039776505,-0.060478687244323426
2,15,0.0002995047514859671,0.29181733931167214,0.5771494974063922,0.006485180146520651,0.3659208602920363,0.6626133914235272,0.6700506912002081,0.6612465091898472,0.6646368639378608,0.35892655321809114,0.7108498547897965,0.007003241356034748,0.0,0.5201793811360343,0.5257816383096038,0.5188365471167643,0.5215991888541341,-0.067109213906419
2,16,0.00029928702086902664,0.28605101757411716,0.5656442274021197,0.006457807689527922,0.3780760880512527,0.6741640243349196,0.6795226136340371,0.670922323420078,0.6748696537963449,0.360803412609413,0.7145907751849441,0.0070160647289308365,0.0,0.5153610901754411,0.5270158032901952,0.5167543780608256,0.5197104238421538,-0.07475239503529585
2,17,0.0002990298436212775,0.28111836653721484,0.5558114413973652,0.006425291957640195,0.3879570933082436,0.6794925519182712,0.6842927735063095,0.6738175069229513,0.679200944115844,0.36511545933660916,0.7232066324499787,0.007024280612402764,0.0,0.5217337305428552,0.5232841997850136,0.5164827059526913,0.52050021209352,-0.08399709279939432
2,18,0.00029873329005241137,0.2767717423318308,0.5471535793588131,0.006389903366754326,0.3935944431567494,0.6864553652232206,0.6915910329999803,0.6828871224499956,0.6869778402243988,0.36520770387571366,0.7233889532870934,0.007026455510163405,0.0,0.5226612950934738,0.5216502889257962,0.5161780460936124,0.5201632100376274,-0.08843596154388289
