fold,epoch,lr,train_loss,train_bce,train_huber,train_grad_norm,train_acc_h1,train_acc_h5,train_acc_h20,train_mean_acc,val_loss,val_bce,val_huber,val_grad_norm,val_acc_h1,val_acc_h5,val_acc_h20,val_mean_acc,gap
3,1,2.9999999999999997e-05,0.3493657551081897,0.6915753746561228,0.007156134299759574,0.028688620496082482,0.5218815975294911,0.5356634301798684,0.5183189655172413,0.5252879977422003,0.34882801657990564,0.6905043668384794,0.007151664169858905,0.0,0.5372799393496935,0.5398426512374154,0.5272918064383012,0.53480479900847,0.0005377385282840375
3,2,5.9999999999999995e-05,0.3471433615743233,0.68716028685053,0.007126435632886264,0.03498383543541279,0.5403517549261084,0.5575931342364532,0.5397799744688231,0.5459082878771282,0.34927952100959003,0.6914247832720792,0.007134258953406464,0.0,0.5246541764162764,0.5375681259209597,0.5318698256830626,0.5313640426734328,-0.002136159435266738
3,3,8.999999999999999e-05,0.34611251062066684,0.6851422049729108,0.007082816098674471,0.04304198531222901,0.5466935696273014,0.5642565754540448,0.5412616555033058,0.5507372668615508,0.3492265868036053,0.691327967975713,0.007125208690715364,0.0,0.537165564072283,0.5358305166039286,0.5304648544214949,0.5344869783659022,-0.0031140761829384633
3,4,0.00011999999999999999,0.34516221732635216,0.6832418005748335,0.0070826348084772894,0.05773560842269747,0.5567602041026054,0.5637301526633389,0.5447748064113955,0.55508838772578,0.3506234009054643,0.6940993749642674,0.007147435505603311,0.0,0.5211330071280275,0.5204237790047368,0.5223062310037734,0.5212876723788459,-0.005461183579112128
3,5,0.00015,0.3435446984074973,0.6800397702038582,0.007049622385776395,0.0729400765407702,0.5672213119532674,0.5723563401863493,0.5498149960205473,0.5631308827200546,0.3507169224793398,0.6942868421349344,0.0071470036843343625,0.0,0.5154961400394198,0.521334288240988,0.5218612151809886,0.5195638811537987,-0.007172224071842481
3,6,0.00017999999999999998,0.341653621695899,0.6762749649620996,0.007032281316569066,0.08818823584525162,0.5744826486838862,0.5750255652249153,0.5511166212593981,0.5668749450560665,0.3533411912525756,0.6995146116123924,0.0071677734037931965,0.0,0.5170000037060508,0.5235883359667621,0.5221119421192363,0.520900093930683,-0.011687569556676602
3,7,0.00020999999999999998,0.3382448245739115,0.6694924514281926,0.006997198174969096,0.11398737683084798,0.5890534285254079,0.5797963581355334,0.5637823826280134,0.5775440564296516,0.3563625495645064,0.7055215164075924,0.007203574734445237,0.0,0.5090391650984559,0.5144987257221078,0.5146915158138999,0.5127431355448212,-0.01811772499059494
3,8,0.00023999999999999998,0.3342316786350288,0.6615290251271478,0.006934339947897592,0.14757198554101247,0.6000602019244227,0.5851224380467326,0.5777786330049262,0.5876537576586939,0.3595680115343649,0.7119129594368271,0.007223057867133919,0.0,0.5105635071102577,0.5161918831776969,0.516072513181952,0.5142759678233021,-0.025336332899336123
3,9,0.00027,0.32883912361607764,0.6507657142401916,0.0069125365027744926,0.18629466988183008,0.6106106505311769,0.5913254310344828,0.5935974335435577,0.5985111717030724,0.36085174996641617,0.7144736308085767,0.007229873067640428,0.0,0.5069164746924292,0.5114365567134905,0.5117502159710172,0.5100344157923123,-0.032012626350338524
3,10,0.0003,0.321139051262381,0.6354753407351489,0.006802760769975523,0.23070653454570347,0.621809850038566,0.6067690007351889,0.6108140723752271,0.613130974382994,0.3638739865037459,0.7205079099800014,0.007240065626941527,0.0,0.5064764535879787,0.5180793298950678,0.512017924574357,0.5121912360191344,-0.0427349352413649
