Datetime,Open,High,Low,Close,Volume
2015-01-01,1386.1241455078125,1403.249267578125,1345.37255859375,1389.146240234375,35617345
2015-01-08,1409.29345703125,1444.858154296875,1386.1241455078125,1405.7677001953125,41241329
2015-01-15,1410.30078125,1476.786376953125,1371.0137939453125,1476.28271484375,47075514
2015-01-22,1495.9261474609375,1518.5916748046875,1477.7938232421875,1507.5107421875,45980188
2015-01-29,1499.451904296875,1519.095458984375,1459.4095458984375,1486.8599853515625,54880626
2015-02-05,1479.3048095703125,1548.5948486328125,1475.779052734375,1525.1396484375,47903626
2015-02-12,1523.6285400390625,1573.9964599609375,1491.39306640625,1566.9449462890625,52824035
2015-02-19,1543.7757568359375,1563.9228515625,1533.1983642578125,1556.871337890625,31541138
2015-02-26,1553.3455810546875,1586.084716796875,1542.2646484375,1577.522216796875,34109169
2015-03-05,1578.02587890625,1589.1068115234375,1524.1322021484375,1530.1763916015625,31453448
2015-03-12,1538.2352294921875,1636.956298828125,1536.220458984375,1635.4451904296875,46570650
2015-03-19,1643.0003662109375,1652.066650390625,1604.3682861328125,1607.2392578125,58900366
2015-03-26,1596.1583251953125,1610.2613525390625,1504.2772216796875,1577.0185546875,46024500
2015-04-02,1582.5589599609375,1616.305419921875,1571.981689453125,1602.7060546875,17516274
2015-04-09,1612.7796630859375,1657.1033935546875,1611.7723388671875,1625.3717041015625,32264829
2015-04-16,1631.9195556640625,1631.9195556640625,1548.8125,1559.8934326171875,44533037
2015-04-23,1556.871337890625,1587.8858642578125,1522.6212158203125,1524.6358642578125,49934872
2015-04-30,1524.6358642578125,1559.8934326171875,1470.7423095703125,1525.6431884765625,41388602
2015-05-07,1512.0439453125,1537.5340576171875,1444.0472412109375,1461.17236328125,64458736
2015-05-14,1432.96630859375,1476.786376953125,1406.2713623046875,1458.1502685546875,49076534
2015-05-21,1458.1502685546875,1486.3563232421875,1433.469970703125,1455.6319580078125,33701499
2015-05-28,1459.1575927734375,1490.3857421875,1444.3997802734375,1448.07666015625,54218740
2015-06-04,1450.5950927734375,1450.5950927734375,1381.08740234375,1392.6719970703125,50647184
2015-06-11,1394.18310546875,1410.7894287109375,1357.7369384765625,1369.5028076171875,51384608
2015-06-18,1364.4659423828125,1429.1806640625,1315.10546875,1393.1756591796875,47002527
2015-06-25,1387.63525390625,1394.18310546875,1332.2305908203125,1358.421875,47559088
2015-07-02,1365.97705078125,1378.3675537109375,1345.8299560546875,1360.4366455078125,34131789
2015-07-09,1362.4512939453125,1402.74560546875,1357.76708984375,1392.6719970703125,39562496
2015-07-16,1394.18310546875,1396.021484375,1353.8887939453125,1359.932861328125,31313170
2015-07-23,1367.9918212890625,1394.6866455078125,1331.7269287109375,1384.6131591796875,51345917
2015-07-30,1383.6058349609375,1429.6219482421875,1374.035888671875,1429.4405517578125,52366019
2015-08-06,1434.9810791015625,1478.29736328125,1420.8780517578125,1429.4405517578125,59915841
2015-08-13,1425.4112548828125,1444.5408935546875,1388.5015869140625,1388.642578125,31226963
2015-08-20,1376.5543212890625,1388.642578125,1256.6787109375,1283.87744140625,75431247
2015-08-27,1319.1348876953125,1357.1727294921875,1299.31005859375,1329.20849609375,34450330
2015-09-03,1343.3115234375,1361.44384765625,1308.6483154296875,1322.156982421875,36212592
2015-09-10,1313.0908203125,1337.5111083984375,1279.5960693359375,1307.55029296875,34871916
2015-09-17,1313.5943603515625,1319.1348876953125,1250.6346435546875,1283.3736572265625,47303733
2015-09-24,1282.366455078125,1307.046630859375,1236.5316162109375,1275.31494140625,39404962
2015-10-01,1290.4251708984375,1326.6900634765625,1270.78173828125,1293.9510498046875,38196960
2015-10-08,1294.45458984375,1341.800537109375,1292.2686767578125,1323.164306640625,36573284
2015-10-15,1330.719482421875,1371.351318359375,1322.5850830078125,1331.7269287109375,34981626
2015-10-22,1340.2894287109375,1436.995849609375,1334.7490234375,1430.95166015625,43681723
2015-10-29,1409.29345703125,1435.2611083984375,1376.876708984375,1398.7161865234375,44261143
2015-11-05,1400.2271728515625,1412.44140625,1370.51025390625,1383.6058349609375,32126866
2015-11-12,1367.4881591796875,1369.930908203125,1310.0687255859375,1358.925537109375,37428238
2015-11-19,1359.932861328125,1376.5543212890625,1334.67333984375,1362.4512939453125,40512857
2015-11-26,1361.9476318359375,1396.7015380859375,1353.3851318359375,1388.138916015625,30049067
2015-12-03,1383.6058349609375,1394.6363525390625,1321.6533203125,1325.6827392578125,40458354
2015-12-10,1322.66064453125,1343.815185546875,1286.6475830078125,1330.719482421875,40912967
2015-12-17,1353.8887939453125,1383.10205078125,1336.260009765625,1380.080078125,33824944
2015-12-24,1367.9918212890625,1402.241943359375,1367.9918212890625,1394.18310546875,8958540
2015-12-31,1390.153564453125,1401.234619140625,1355.9034423828125,1390.6573486328125,28808840
2016-01-07,1358.925537109375,1405.4453125,1342.8763427734375,1394.6866455078125,42977307
2016-01-14,1386.1241455078125,1413.3228759765625,1360.9403076171875,1367.4881591796875,49041782
2016-01-21,1376.0506591796875,1449.0841064453125,1369.691162109375,1446.565673828125,50269153
2016-01-28,1442.5362548828125,1475.275390625,1400.2271728515625,1441.5289306640625,56331945
2016-02-04,1460.1650390625,1465.2017822265625,1323.931884765625,1368.9991455078125,53246895
2016-02-11,1362.9549560546875,1437.4993896484375,1347.3409423828125,1434.4774169921875,48473532
2016-02-18,1400.73095703125,1447.572998046875,1364.9697265625,1370.51025390625,36779645
2016-02-25,1387.131591796875,1435.9884033203125,1385.6204833984375,1406.2713623046875,48686285
2016-03-03,1401.234619140625,1421.8853759765625,1372.021240234375,1413.3228759765625,41892279
2016-03-10,1421.8853759765625,1433.9737548828125,1396.0577392578125,1422.38916015625,37694890
2016-03-17,1429.9443359375,1447.572998046875,1375.546875,1406.7750244140625,55840146
2016-03-24,1402.241943359375,1430.4478759765625,1389.6500244140625,1422.38916015625,23021239
2016-03-31,1421.3817138671875,1473.7642822265625,1396.19775390625,1472.2532958984375,42077888
2016-04-07,1479.8084716796875,1543.36865234375,1466.2091064453125,1499.95556640625,36187993
2016-04-14,1503.4814453125,1525.6431884765625,1488.6964111328125,1506.5035400390625,40155186
