fold,n,acc_h1,sh_h1,dd_h1,acc_h5,sh_h5,dd_h5,acc_h20,sh_h20,dd_h20
1,17473,0.5408916614204773,1.3026336506718654,0.027835265989938573,0.538831339781377,1.2365917040071384,0.03358217904156636,0.5218909174154409,0.6956821599616574,0.054907071134207855
2,22947,0.5358870440580468,1.1423244789055187,0.03260608732578322,0.5376301913104109,1.1981195035947434,0.032690246977942546,0.5333594805421188,1.0614958893280761,0.03157187414381872
3,121383,0.5430414473196411,1.371615052991015,0.0432718711586337,0.5422258471120338,1.345435552214845,0.03748248229053485,0.5290197144575435,0.9229031162800025,0.05941148558405168
